1.000000,0.996917,0.987688,0.972370,0.951057,0.923880,0.891007,0.852640,0.809017,0.760406,0.707107,0.649448,0.587785,0.522499,0.453990,0.382683,0.309017,0.233445,0.156434,0.078459,0.000000,
0.997540,0.994465,0.985259,0.969978,0.948717,0.921607,0.888815,0.850543,0.807027,0.758535,0.705367,0.647850,0.586339,0.521213,0.452874,0.381742,0.308257,0.232871,0.156050,0.078266,0.000000,
0.995086,0.992018,0.982835,0.967592,0.946383,0.919340,0.886628,0.848450,0.805041,0.756669,0.703632,0.646257,0.584897,0.519931,0.451760,0.380803,0.307498,0.232298,0.155666,0.078074,0.000000,
0.992638,0.989578,0.980417,0.965211,0.944055,0.917078,0.884447,0.846363,0.803061,0.754808,0.701901,0.644667,0.583458,0.518652,0.450648,0.379866,0.306742,0.231727,0.155283,0.077881,0.000000,
0.990196,0.987144,0.978005,0.962837,0.941732,0.914822,0.882271,0.844281,0.801085,0.752951,0.700174,0.643081,0.582023,0.517376,0.449540,0.378932,0.305987,0.231157,0.154901,0.077690,0.000000,
0.987760,0.984715,0.975599,0.960468,0.939416,0.912571,0.880101,0.842204,0.799115,0.751099,0.698452,0.641499,0.580591,0.516103,0.448434,0.377999,0.305235,0.230588,0.154520,0.077499,0.000000,
0.985330,0.982293,0.973199,0.958105,0.937105,0.910326,0.877936,0.840132,0.797149,0.749251,0.696734,0.639921,0.579162,0.514834,0.447330,0.377069,0.304484,0.230021,0.154140,0.077308,0.000000,
0.982906,0.979876,0.970805,0.955748,0.934799,0.908087,0.875776,0.838065,0.795188,0.747408,0.695020,0.638346,0.577738,0.513567,0.446230,0.376142,0.303735,0.229455,0.153760,0.077118,0.000000,
0.980488,0.977466,0.968417,0.953397,0.932500,0.905853,0.873621,0.836004,0.793232,0.745569,0.693310,0.636776,0.576316,0.512304,0.445132,0.375217,0.302987,0.228890,0.153382,0.076928,0.000000,
0.978076,0.975061,0.966034,0.951052,0.930206,0.903624,0.871472,0.833947,0.791280,0.743735,0.691604,0.635210,0.574899,0.511043,0.444037,0.374293,0.302242,0.228327,0.153005,0.076739,0.000000,
0.975670,0.972662,0.963658,0.948712,0.927917,0.901401,0.869328,0.831895,0.789334,0.741905,0.689903,0.633647,0.573484,0.509786,0.442945,0.373373,0.301499,0.227766,0.152628,0.076550,0.000000,
0.973270,0.970269,0.961287,0.946378,0.925634,0.899184,0.867190,0.829849,0.787392,0.740080,0.688206,0.632088,0.572074,0.508532,0.441855,0.372454,0.300757,0.227205,0.152253,0.076362,0.000000,
0.970875,0.967882,0.958922,0.944050,0.923357,0.896972,0.865056,0.827807,0.785455,0.738259,0.686513,0.630533,0.570666,0.507281,0.440768,0.371538,0.300017,0.226646,0.151878,0.076174,0.000000,
0.968487,0.965501,0.956563,0.941728,0.921086,0.894765,0.862928,0.825771,0.783522,0.736443,0.684824,0.628982,0.569262,0.506033,0.439684,0.370624,0.299279,0.226089,0.151505,0.075987,0.000000,
0.966104,0.963126,0.954210,0.939411,0.918820,0.892564,0.860805,0.823739,0.781595,0.734632,0.683139,0.627435,0.567862,0.504788,0.438602,0.369712,0.298543,0.225533,0.151132,0.075800,0.000000,
0.963728,0.960757,0.951863,0.937100,0.916560,0.890368,0.858688,0.821713,0.779672,0.732824,0.681458,0.625891,0.566465,0.503546,0.437523,0.368803,0.297808,0.224978,0.150760,0.075613,0.000000,
0.961357,0.958393,0.949521,0.934795,0.914305,0.888178,0.856575,0.819692,0.777754,0.731022,0.679782,0.624351,0.565071,0.502308,0.436447,0.367895,0.297076,0.224424,0.150389,0.075427,0.000000,
0.958992,0.956036,0.947185,0.932495,0.912055,0.885993,0.854468,0.817675,0.775841,0.729223,0.678110,0.622815,0.563681,0.501072,0.435373,0.366990,0.296345,0.223872,0.150019,0.075242,0.000000,
0.956633,0.953684,0.944855,0.930201,0.909812,0.883813,0.852366,0.815663,0.773932,0.727429,0.676441,0.621283,0.562295,0.499839,0.434302,0.366087,0.295616,0.223321,0.149650,0.075057,0.000000,
0.954279,0.951338,0.942531,0.927913,0.907574,0.881639,0.850269,0.813657,0.772028,0.725640,0.674777,0.619755,0.560911,0.498610,0.433234,0.365187,0.294889,0.222772,0.149282,0.074872,0.000000,
0.951932,0.948997,0.940212,0.925630,0.905341,0.879470,0.848177,0.811655,0.770129,0.723855,0.673117,0.618230,0.559531,0.497383,0.432168,0.364289,0.294163,0.222224,0.148915,0.074688,0.000000,
0.949590,0.946663,0.937899,0.923353,0.903114,0.877307,0.846091,0.809659,0.768234,0.722074,0.671461,0.616709,0.558155,0.496159,0.431105,0.363392,0.293439,0.221677,0.148549,0.074504,0.000000,
0.947254,0.944334,0.935592,0.921081,0.900892,0.875148,0.844009,0.807667,0.766344,0.720297,0.669810,0.615192,0.556782,0.494939,0.430044,0.362498,0.292718,0.221132,0.148183,0.074321,0.000000,
0.944924,0.942011,0.933290,0.918815,0.898676,0.872996,0.841933,0.805680,0.764459,0.718526,0.668162,0.613679,0.555412,0.493721,0.428986,0.361607,0.291997,0.220588,0.147819,0.074138,0.000000,
0.942599,0.939693,0.930994,0.916555,0.896465,0.870848,0.839862,0.803698,0.762579,0.716758,0.666518,0.612169,0.554046,0.492507,0.427931,0.360717,0.291279,0.220045,0.147455,0.073955,0.000000,
0.940280,0.937382,0.928704,0.914300,0.894260,0.868706,0.837796,0.801721,0.760703,0.714995,0.664878,0.610663,0.552683,0.491295,0.426878,0.359830,0.290563,0.219504,0.147092,0.073774,0.000000,
0.937967,0.935076,0.926419,0.912051,0.892060,0.866569,0.835735,0.799748,0.758831,0.713236,0.663243,0.609161,0.551323,0.490086,0.425828,0.358944,0.289848,0.218964,0.146730,0.073592,0.000000,
0.935660,0.932775,0.924140,0.909807,0.889865,0.864437,0.833679,0.797781,0.756964,0.711481,0.661611,0.607662,0.549967,0.488881,0.424781,0.358061,0.289135,0.218425,0.146369,0.073411,0.000000,
0.933358,0.930481,0.921867,0.907569,0.887676,0.862310,0.831628,0.795818,0.755102,0.709731,0.659984,0.606167,0.548614,0.487678,0.423736,0.357181,0.288423,0.217888,0.146009,0.073230,0.000000,
0.931062,0.928191,0.919599,0.905336,0.885492,0.860189,0.829582,0.793861,0.753245,0.707985,0.658360,0.604676,0.547264,0.486478,0.422693,0.356302,0.287714,0.217352,0.145650,0.073050,0.000000,
0.928771,0.925908,0.917336,0.903109,0.883314,0.858073,0.827541,0.791908,0.751392,0.706243,0.656740,0.603189,0.545918,0.485282,0.421653,0.355425,0.287006,0.216817,0.145292,0.072871,0.000000,
0.926486,0.923630,0.915080,0.900887,0.881141,0.855962,0.825505,0.789959,0.749543,0.704506,0.655125,0.601705,0.544575,0.484088,0.420616,0.354551,0.286300,0.216284,0.144934,0.072691,0.000000,
0.924207,0.921358,0.912829,0.898671,0.878973,0.853856,0.823475,0.788016,0.747699,0.702773,0.653513,0.600224,0.543235,0.482897,0.419581,0.353679,0.285596,0.215752,0.144578,0.072512,0.000000,
0.921933,0.919091,0.910583,0.896460,0.876811,0.851755,0.821449,0.786078,0.745860,0.701044,0.651905,0.598748,0.541899,0.481709,0.418549,0.352809,0.284893,0.215221,0.144222,0.072334,0.000000,
0.919665,0.916830,0.908343,0.894255,0.874654,0.849660,0.819428,0.784144,0.744025,0.699319,0.650302,0.597275,0.540566,0.480524,0.417519,0.351941,0.284192,0.214692,0.143867,0.072156,0.000000,
0.917403,0.914575,0.906108,0.892055,0.872502,0.847570,0.817412,0.782215,0.742195,0.697599,0.648702,0.595806,0.539236,0.479342,0.416492,0.351075,0.283493,0.214163,0.143513,0.071979,0.000000,
0.915146,0.912325,0.903879,0.889861,0.870356,0.845485,0.815401,0.780290,0.740369,0.695883,0.647106,0.594340,0.537909,0.478163,0.415468,0.350211,0.282796,0.213637,0.143160,0.071802,0.000000,
0.912895,0.910081,0.901656,0.887671,0.868215,0.843405,0.813395,0.778371,0.738547,0.694171,0.645514,0.592878,0.536586,0.476986,0.414446,0.349350,0.282100,0.213111,0.142808,0.071625,0.000000,
0.910649,0.907842,0.899437,0.885488,0.866079,0.841330,0.811394,0.776456,0.736731,0.692463,0.643926,0.591419,0.535266,0.475813,0.413426,0.348490,0.281406,0.212587,0.142457,0.071449,0.000000,
0.908409,0.905608,0.897225,0.883309,0.863948,0.839260,0.809398,0.774546,0.734918,0.690759,0.642342,0.589964,0.533949,0.474642,0.412409,0.347633,0.280714,0.212064,0.142106,0.071273,0.000000,
0.906174,0.903381,0.895018,0.881136,0.861823,0.837196,0.807407,0.772640,0.733110,0.689060,0.640762,0.588513,0.532636,0.473475,0.411394,0.346778,0.280023,0.211542,0.141757,0.071098,0.000000,
0.903945,0.901158,0.892816,0.878969,0.859703,0.835136,0.805421,0.770740,0.731307,0.687365,0.639185,0.587065,0.531325,0.472310,0.410382,0.345925,0.279334,0.211022,0.141408,0.070923,0.000000,
0.901721,0.898941,0.890619,0.876806,0.857588,0.833082,0.803439,0.768844,0.729508,0.685674,0.637613,0.585621,0.530018,0.471148,0.409373,0.345074,0.278647,0.210503,0.141060,0.070748,0.000000,
0.899503,0.896730,0.888428,0.874649,0.855478,0.831032,0.801463,0.766952,0.727713,0.683987,0.636044,0.584180,0.528714,0.469989,0.408366,0.344225,0.277962,0.209985,0.140713,0.070574,0.000000,
0.897290,0.894524,0.886243,0.872498,0.853373,0.828988,0.799491,0.765065,0.725923,0.682305,0.634480,0.582743,0.527414,0.468833,0.407361,0.343378,0.277278,0.209468,0.140367,0.070401,0.000000,
0.895083,0.892323,0.884063,0.870351,0.851274,0.826948,0.797524,0.763183,0.724137,0.680626,0.632919,0.581310,0.526116,0.467679,0.406359,0.342533,0.276596,0.208953,0.140022,0.070227,0.000000,
0.892881,0.890128,0.881888,0.868210,0.849180,0.824914,0.795562,0.761306,0.722356,0.678952,0.631362,0.579880,0.524822,0.466529,0.405359,0.341691,0.275915,0.208439,0.139677,0.070055,0.000000,
0.890684,0.887938,0.879718,0.866074,0.847091,0.822885,0.793605,0.759433,0.720578,0.677281,0.629809,0.578453,0.523531,0.465381,0.404362,0.340850,0.275236,0.207926,0.139334,0.069882,0.000000,
0.888493,0.885754,0.877554,0.863944,0.845007,0.820860,0.791653,0.757565,0.718806,0.675615,0.628259,0.577030,0.522243,0.464236,0.403367,0.340011,0.274559,0.207415,0.138991,0.069710,0.000000,
0.886307,0.883575,0.875395,0.861818,0.842928,0.818841,0.789705,0.755701,0.717038,0.673953,0.626714,0.575610,0.520958,0.463094,0.402375,0.339175,0.273884,0.206904,0.138649,0.069539,0.000000,
0.884127,0.881401,0.873242,0.859698,0.840854,0.816827,0.787763,0.753842,0.715274,0.672295,0.625172,0.574194,0.519677,0.461955,0.401385,0.338341,0.273210,0.206395,0.138308,0.069368,0.000000,
0.881952,0.879233,0.871093,0.857583,0.838786,0.814817,0.785825,0.751987,0.713514,0.670641,0.623634,0.572782,0.518398,0.460819,0.400398,0.337508,0.272538,0.205888,0.137968,0.069197,0.000000,
0.879782,0.877070,0.868950,0.855474,0.836722,0.812813,0.783892,0.750138,0.711759,0.668992,0.622100,0.571373,0.517123,0.459685,0.399413,0.336678,0.271868,0.205381,0.137628,0.069027,0.000000,
0.877618,0.874912,0.866813,0.853369,0.834664,0.810813,0.781963,0.748292,0.710008,0.667346,0.620569,0.569967,0.515851,0.458554,0.398430,0.335850,0.271199,0.204876,0.137290,0.068857,0.000000,
0.875459,0.872760,0.864680,0.851270,0.832611,0.808818,0.780039,0.746451,0.708261,0.665704,0.619043,0.568565,0.514582,0.457426,0.397450,0.335024,0.270532,0.204372,0.136952,0.068688,0.000000,
